BIC,adj_mutual_info,adj_rand,algorithm,avg_inertia,clusterer,completeness,homogeneity,k,lower_bound,n,silhouette,time,v_measure,with_labels_mean,with_labels_sd,without_labels_mean,without_labels_sd
85960.81986,0.007095666,0.002744433,rp,,em,0.007912288,0.047124205,30,-7.722211566,3,0.134015945,10.48907534,0.013549566,0.759999848,0.000516553,0.812392037,0.037299853
87131.94079,0.007380529,0.001942199,rp,,em,0.008409222,0.053664711,40,-7.751160821,3,0.136676575,12.12256027,0.014540032,0.764443367,0.002846838,0.834812003,0.006200123
86983.37728,0.006435573,0.001094115,rp,,em,0.007651844,0.052111572,50,-7.65781361,3,0.093371642,11.13960885,0.013344271,0.759444806,0.0007981,0.832959533,0.007697223
89263.9589,0.007485221,0.000715682,rp,,em,0.009628954,0.076566226,100,-7.471170087,3,0.022355394,16.1588732,0.017106587,0.759629375,0.001424886,0.833885768,0.007057648
119491.6897,0.043497722,0.027120694,rp,,em,0.043625997,0.054638335,2,-11.04156732,4,0.239475647,9.78580361,0.048515098,0.775556024,0.001104674,0.836108711,0.005421252
117370.3709,0.033030849,0.023242195,rp,,em,0.033271828,0.089779851,5,-10.80954648,4,0.163068962,9.493083824,0.048550979,0.784999749,0.006309864,0.836107785,0.007703071
116584.7002,0.028165713,0.026126332,rp,,em,0.02854448,0.110897918,10,-10.67718668,4,0.101704025,7.652199815,0.045402596,0.785370121,0.003448533,0.83647939,0.00464026
116430.626,0.030305093,0.01551801,rp,,em,0.030805141,0.141025675,15,-10.6033584,4,0.076051708,9.298071949,0.050565037,0.783887096,0.005302253,0.831663031,0.008101454
116304.0479,0.027871803,0.011570905,rp,,em,0.028478291,0.146255311,20,-10.53186142,4,0.058451763,9.565340442,0.047673731,0.780186889,0.00436486,0.835182579,0.005923598
116280.2467,0.029139733,0.010730406,rp,,em,0.029854755,0.164220614,25,-10.46948487,4,0.079786145,8.937265892,0.050524352,0.772408594,0.010796311,0.835553464,0.004610687
116184.084,0.02715103,0.004884273,rp,,em,0.027972702,0.162388608,30,-10.40130618,4,0.080005191,9.577711872,0.047724489,0.767221349,0.013494981,0.835367867,0.005543128
116417.51,0.02491767,0.005399431,rp,,em,0.025928626,0.165229257,40,-10.30384121,4,0.040147595,8.767586956,0.044823342,0.771664871,0.005858889,0.831847908,0.008887163
116102.4503,0.024751105,0.005684933,rp,,em,0.025946628,0.176110409,50,-10.15474112,4,0.021122999,10.41511973,0.045229518,0.771849542,0.006273734,0.835368073,0.00507098
118125.0975,0.021587616,0.002205488,rp,,em,0.023648887,0.190976953,100,-9.745424803,4,-0.0160514,15.15960725,0.042086194,0.76703524,0.005140593,0.834071365,0.005978095
135548.4415,0.003602092,0.012252413,rp,,em,0.003737085,0.004633036,2,-12.51866796,5,0.169533327,6.734335728,0.004137108,0.765922997,0.006966069,0.829623627,0.014139626
134780.8467,0.007913013,0.016959853,rp,,em,0.008151894,0.022757927,5,-12.39782947,5,0.090604774,8.947714349,0.012003965,0.754813119,0.005056005,0.834440809,0.008100208
133361.7185,0.02035407,0.028944389,rp,,em,0.020727984,0.082210196,10,-12.18297222,5,-0.000292155,8.738999423,0.033108252,0.756668057,0.003164476,0.833515089,0.007882367
133004.0958,0.020771733,0.012969047,rp,,em,0.021255097,0.101473179,15,-12.06616344,5,-0.013655782,7.321008277,0.035147927,0.765923614,0.005123063,0.813688128,0.038157308
133396.7204,0.023219422,0.012241823,rp,,em,0.023813034,0.125441117,20,-12.01895613,5,0.056068878,9.535597764,0.040027477,0.764812502,0.007892726,0.834441941,0.00551841
132187.2371,0.020316761,0.006909435,rp,,em,0.021017688,0.118932898,25,-11.82342024,5,0.048621264,7.530306285,0.03572253,0.75851744,0.002392132,0.812762408,0.03752184
130718.1495,0.0203814,0.00598801,rp,,em,0.021184126,0.126568287,30,-11.60370228,5,-0.043425674,9.449393963,0.036293669,0.751110648,0.001288003,0.834811591,0.007307994
131425.827,0.01974866,0.004475259,rp,,em,0.020747175,0.134373965,40,-11.50217374,5,-0.019010162,9.227933672,0.035944554,0.757039148,0.006532968,0.836664575,0.004610183
131389.3665,0.019336124,0.004162405,rp,,em,0.02053223,0.139935633,50,-11.33200884,5,-0.023953223,10.78682717,0.035810169,0.758149847,0.003748177,0.835552847,0.005971515
135064.926,0.019386133,0.002047349,rp,,em,0.021458917,0.172887515,100,-10.83668854,5,-0.059816385,12.84890625,0.038179027,0.756853242,0.003075972,0.812577531,0.037318168
226598.882,0.003894229,-0.010477237,rp,,em,0.004032225,0.004888807,2,-20.87801123,10,0.089674946,7.34556597,0.004419392,0.794626604,0.006671695,0.832403155,0.009485935
215019.4611,0.03367221,0.026111323,rp,,em,0.03389811,0.097465808,5,-19.64836211,10,-0.032319527,8.332482089,0.050301585,0.792589875,0.006081239,0.83610902,0.004677397
203299.1824,0.027526207,0.017253336,rp,,em,0.027883906,0.114734223,10,-18.30038124,10,-0.046256896,9.397720879,0.044864398,0.785919296,0.016472778,0.834440501,0.008835534
198636.9047,0.031022348,0.0104108,rp,,em,0.03149831,0.151116793,15,-17.60576492,10,-0.030438684,9.66661531,0.052130667,0.792033393,0.008033649,0.835182888,0.005387159
197074.0105,0.02591731,0.009715531,rp,,em,0.026501084,0.141516801,20,-17.19862621,10,-0.008908245,9.024151628,0.044642255,0.794070328,0.008325221,0.835182785,0.005484712
186255.7771,0.028296521,0.01042329,rp,,em,0.028983635,0.165846311,25,-15.93432052,10,-0.022615983,10.80973981,0.04934384,0.798882469,0.01417541,0.835182991,0.004882181
189347.8403,0.022480276,0.006340342,rp,,em,0.023282484,0.138895902,30,-15.95788301,10,-0.052708696,11.16533971,0.039880057,0.786664462,0.006505088,0.833885768,0.007273496
186859.49,0.025528119,0.006883386,rp,,em,0.026523745,0.17126256,40,-15.20297184,10,-0.066684281,12.86855168,0.045933661,0.791475986,0.012150446,0.830179903,0.01224996
182154.0296,0.027241291,0.005460155,rp,,em,0.028418692,0.195139509,50,-14.24166943,10,-0.007761522,12.65409046,0.049612222,0.782586066,0.014757098,0.834071365,0.005994778
189736.3864,0.02920143,0.002665792,rp,,em,0.031231806,0.253512542,100,-12.3194305,10,0.074966881,15.61902656,0.055612374,0.786290902,0.013577832,0.834627538,0.004618706
342018.3723,0.035962556,0.029136275,rp,,em,0.036091482,0.045327479,2,-31.30225206,20,0.053672208,7.624445448,0.040185625,0.820368893,0.003510919,0.808330007,0.035336678
302620.1587,0.015337805,0.027214779,rp,,em,0.015584485,0.041826802,5,-27.10227973,20,0.049101161,8.971870951,0.022708049,0.818327843,0.012159544,0.834997497,0.005518158
227056.5465,0.02106253,0.016705528,rp,,em,0.021449558,0.082209303,10,-19.18671507,20,0.042354157,9.11756021,0.034022238,0.815364777,0.012465566,0.819433912,0.02536941
187400.6331,0.025358155,0.011643919,rp,,em,0.025849771,0.120801946,15,-14.59787709,20,0.02954255,11.26888894,0.04258665,0.815922596,0.007565542,0.834441324,0.006924459
197143.8945,0.024892742,0.013897824,rp,,em,0.025501924,0.130925349,20,-14.57886609,20,0.061168201,10.41965411,0.042688826,0.806477533,0.009090113,0.834441735,0.006023979
163865.3758,0.031004074,0.009798688,rp,,em,0.031732668,0.172467388,25,-10.57923224,20,0.082242992,11.35276249,0.053602829,0.818331032,0.005594389,0.834626818,0.006200039
150038.0823,0.024219097,0.009258483,rp,,em,0.025040164,0.145870059,30,-8.379227548,20,0.070206528,14.53347121,0.042743028,0.814257472,0.004045726,0.833514883,0.008143013
129217.3332,0.026483079,0.007219926,rp,,em,0.027490518,0.175924145,40,-4.612825234,20,0.055379163,11.86301992,0.047550612,0.804809529,0.013177165,0.834441735,0.005972019
118944.526,0.026036584,0.00826906,rp,,em,0.027228617,0.185095307,50,-1.829033027,20,0.055178138,12.70013671,0.047473588,0.81055346,0.006063988,0.833885459,0.007812121
134265.7912,0.02884391,0.003835357,rp,,em,0.030927306,0.246606503,100,5.944199492,20,0.05742748,12.1952484,0.054961771,0.802772079,0.012569608,0.812021873,0.036999905
341020.2646,0.035329082,0.046311666,rp,,em,0.035458299,0.044461598,2,-30.78768048,30,0.039198961,9.882337106,0.039452819,0.825554181,0.007334236,0.83573762,0.006883802
166647.6261,0.067128495,0.061092323,rp,,em,0.067356251,0.185490109,5,-13.45775862,30,0.049915604,9.725918543,0.098826167,0.825181034,0.0091554,0.833885974,0.006473233
34029.18378,0.048004111,0.054532083,rp,,em,0.048378959,0.186053966,10,0.795234155,30,0.040718013,12.43123723,0.076790385,0.825182268,0.006944279,0.833885665,0.007373965
-42663.3667,0.042900152,0.02178398,rp,,em,0.043401096,0.195952627,15,9.86993334,30,0.062723437,9.45334889,0.071062682,0.82759019,0.005851571,0.8346262,0.007881883
-64977.29732,0.040378705,0.013743482,rp,,em,0.040987736,0.206920527,20,13.90847952,30,0.081746138,7.961734584,0.068422115,0.820550683,0.010806428,0.808716624,0.034894573
-125236.7003,0.04036253,0.016218993,rp,,em,0.041072436,0.225102049,25,21.46255728,30,0.104236103,10.60361873,0.06946939,0.821662206,0.010212446,0.834071571,0.005524957
-126493.9166,0.037664907,0.010555936,rp,,em,0.03848721,0.221267344,30,23.54806281,30,0.063013413,11.25770973,0.065569305,0.826292043,0.009529963,0.834440706,0.008571999
-146618.9449,0.03088095,0.005937162,rp,,em,0.031907535,0.200071301,40,29.36280685,30,0.0310956,11.12092012,0.055037625,0.826663339,0.007378827,0.83647939,0.00464026
-161290.9961,0.034322194,0.010816113,rp,,em,0.035534332,0.235923721,50,34.66812599,30,0.05775159,10.51754383,0.061765652,0.82166416,0.006780619,0.834625686,0.009338508
-188111.25,0.033555926,0.004248664,rp,,em,0.035603008,0.28638775,100,56.88628231,30,0.094397075,16.31689088,0.063332658,0.826848215,0.00814599,0.835923526,0.005370325
,0.038392014,-0.008738578,rp,28.5407984,kmeans,0.038525247,0.046703516,2,,2,0.355851192,3.246609539,0.042222002,0.758888531,0.004392292,0.758518058,0.002328226
,0.019993068,0.009225965,rp,13.94986133,kmeans,0.020222529,0.058052958,5,,2,0.300088435,4.703690079,0.029996048,0.759814766,0.001053147,0.759443881,0.003017076
,0.016422524,0.006772171,rp,7.629224469,kmeans,0.016796036,0.066954883,10,,2,0.308026513,3.639478385,0.026855267,0.759258799,0.003552449,0.758332152,0.003788694
,0.015418142,0.006425134,rp,5.114101188,kmeans,0.015916488,0.07413793,15,,2,0.332973413,3.70799785,0.02620672,0.75722135,0.006572261,0.756109827,0.003238097
,0.014264787,0.00241354,rp,3.84308084,kmeans,0.01487072,0.077463273,20,,2,0.311306579,5.899303226,0.024951474,0.740358999,0.027275611,0.758516926,0.003572536
,0.013692347,0.002727988,rp,3.116197301,kmeans,0.014412512,0.079962356,25,,2,0.327504575,4.177528483,0.024422994,0.75814779,0.001025815,0.757591102,0.003537357
,0.013456025,0.002514753,rp,2.636793739,kmeans,0.014284407,0.083434336,30,,2,0.29683347,4.506174355,0.024392659,0.757223098,0.002261676,0.758889045,0.003161714
,0.012313657,0.002124076,rp,1.997394716,kmeans,0.013336591,0.08512941,40,,2,0.319217785,3.824747049,0.02306047,0.759443984,0.003302331,0.755555301,0.007093204
,0.012353467,0.001618694,rp,1.601060715,kmeans,0.013566591,0.091991217,50,,2,0.287863791,3.733354711,0.023645949,0.757962708,0.006049434,0.756295321,0.005300072
,0.010611236,0.000930026,rp,0.796945987,kmeans,0.012750096,0.101532389,100,,2,0.264554824,5.138179346,0.022655225,0.745550153,0.011935653,0.761481947,0.001217315
,0.002943374,0.002910188,rp,27.17379638,kmeans,0.003076619,0.003866769,2,,3,0.240111345,3.065961081,0.003426735,0.764073099,0.002587229,0.76425777,0.003534548
,0.002587284,0.0056443,rp,16.2239838,kmeans,0.002820736,0.008100369,5,,3,0.26310305,3.45631904,0.004184376,0.761664868,0.004136002,0.762591823,0.002403254
,0.007371243,0.003516418,rp,10.22589952,kmeans,0.007743525,0.031260405,10,,3,0.221715875,3.710987244,0.012412377,0.766111475,0.000801125,0.757587707,0.012156082
,0.008263782,0.002210074,rp,7.986657125,kmeans,0.008752697,0.041844309,15,,3,0.232559257,4.234721311,0.014477163,0.763888429,0.001283415,0.761665795,0.002482227
,0.008460351,0.001542001,rp,6.576664994,kmeans,0.009060878,0.047891808,20,,3,0.215114973,4.052967005,0.015238678,0.76222135,0.002482032,0.761482256,0.002002736
,0.008006053,0.000864423,rp,5.715539363,kmeans,0.008717865,0.049183338,25,,3,0.224554801,3.337776335,0.014810528,0.765740693,0.000534386,0.764073202,0.002656554
,0.007355193,0.001454783,rp,5.090529471,kmeans,0.008169039,0.048789456,30,,3,0.215462765,3.903404135,0.013994857,0.750549125,0.015509748,0.762776597,0.003261498
,0.007706453,0.001179867,rp,4.200663173,kmeans,0.00872573,0.05619609,40,,3,0.207388064,5.05727382,0.01510592,0.760739251,0.003324975,0.764443779,0.001665186
,0.007597459,0.000762749,rp,3.640009908,kmeans,0.008802753,0.060329229,50,,3,0.204335066,4.864133445,0.015363752,0.748324124,0.021916919,0.764443264,0.002631442
,0.008195691,0.000672787,rp,2.220540807,kmeans,0.010299208,0.083058087,100,,3,0.20477389,7.32926803,0.018325992,0.762592441,0.002250856,0.763887708,0.002857094
,0.042313026,0.02596327,rp,49.828437,kmeans,0.042441474,0.053148797,2,,4,0.235803772,7.747144267,0.047195457,0.774448307,0.010581317,0.78333082,0.005597512
,0.031219013,-0.010291907,rp,31.44759943,kmeans,0.031466224,0.082917295,5,,4,0.243582505,3.897793795,0.045620107,0.780738946,0.007317895,0.772964562,0.003535434
,0.027943999,0.014951903,rp,21.92631076,kmeans,0.028307076,0.114716484,10,,4,0.217097185,5.844805036,0.045409137,0.775925674,0.001422644,0.776666003,0.006454131
,0.027256018,0.010227497,rp,17.79555509,kmeans,0.027743046,0.130699482,15,,4,0.226071224,5.363393249,0.045770561,0.769811886,0.009970506,0.772777215,0.008342606
,0.026316177,0.007479098,rp,15.24499652,kmeans,0.026915394,0.140193443,20,,4,0.196196116,4.519387744,0.045160529,0.780183082,0.005753447,0.782963021,0.002229692
,0.02622792,0.005574233,rp,13.42642145,kmeans,0.026928139,0.151685362,25,,4,0.196821327,7.671460957,0.045736795,0.769813326,0.007559752,0.776856846,0.012248126
,0.028272287,0.005760029,rp,12.08436687,kmeans,0.029077271,0.172052824,30,,4,0.213053255,5.847932213,0.04974717,0.773890899,0.008343618,0.773516517,0.006363702
,0.026516061,0.003806034,rp,10.29341737,kmeans,0.027505632,0.178536607,40,,4,0.199199908,6.525885569,0.047667529,0.767220425,0.005311274,0.779076703,0.006359328
,0.025610886,0.003836573,rp,9.17440457,kmeans,0.026794379,0.183517989,50,,4,0.181712984,7.017056204,0.046761401,0.768144087,0.011016147,0.773887092,0.009152332
,0.023084519,0.001812964,rp,6.217521505,kmeans,0.025155604,0.202435401,100,,4,0.172944514,5.886801476,0.044750317,0.774631331,0.008587149,0.773332361,0.002445944
,0.036724791,0.084751434,rp,40.8517875,kmeans,0.036860066,0.044087329,2,,5,0.233764341,4.347880461,0.04015106,0.763702729,0.002245576,0.760001082,0.002417859
,0.019606784,0.023361125,rp,28.67489682,kmeans,0.019838426,0.056437602,5,,5,0.153487792,5.771231575,0.029357406,0.75333637,0.007762219,0.761297173,0.002947244
,0.01824498,0.019622263,rp,21.74718328,kmeans,0.018612045,0.075348356,10,,5,0.163854856,6.626675008,0.029850597,0.76222351,0.007255582,0.756481638,0.002641518
,0.019703472,0.010826627,rp,18.27098291,kmeans,0.020189105,0.096047717,15,,5,0.165258366,6.036666401,0.033364942,0.750922788,0.006995333,0.759259724,0.00198641
,0.019661573,0.007414897,rp,16.08197906,kmeans,0.020259385,0.106359813,20,,5,0.168313906,6.412915726,0.034035667,0.756112707,0.003852284,0.761483799,0.005308396
,0.020708288,0.008255767,rp,14.56619775,kmeans,0.021408806,0.121137441,25,,5,0.160282722,6.487738695,0.0363869,0.757591616,0.003290064,0.75889388,0.011555925
,0.019832489,0.005841961,rp,13.27966018,kmeans,0.020637105,0.123088141,30,,5,0.147848213,5.366649656,0.035347762,0.754627933,0.004567297,0.757779168,0.003163988
,0.020941034,0.004085261,rp,11.67699168,kmeans,0.021946201,0.141105271,40,,5,0.149011617,7.309899181,0.037984626,0.752962912,0.002621383,0.758522687,0.009346868
,0.020126827,0.003019136,rp,10.5229707,kmeans,0.021304711,0.147148878,50,,5,0.120136324,10.19428908,0.037220511,0.76203884,0.004378025,0.763333181,0.006686801
,0.018026471,0.001634215,rp,7.586612439,kmeans,0.020104979,0.161760519,100,,5,0.120782072,7.025308107,0.035764803,0.745558591,0.010931814,0.765367545,0.006393598
,0.085809449,0.070247114,rp,41.78153691,kmeans,0.085931741,0.107894278,2,,10,0.15883502,4.944481334,0.095668716,0.795736994,0.009643703,0.797958497,0.010296499
,0.042197983,0.028761971,rp,33.19280803,kmeans,0.04242575,0.119925835,5,,10,0.122136031,4.817305977,0.062678088,0.794444094,0.000867453,0.797774443,0.009182246
,0.035442387,0.01668949,rp,27.07111249,kmeans,0.035806807,0.143489731,10,,10,0.128816025,4.658590597,0.057311861,0.788702014,0.004150368,0.791849648,0.005067273
,0.032074656,0.006070802,rp,23.95190758,kmeans,0.032557274,0.15390525,15,,10,0.120640783,4.930611822,0.053745227,0.794626192,0.007714304,0.797400368,0.020140419
,0.029731371,0.01106193,rp,21.89152109,kmeans,0.030320213,0.159936561,20,,10,0.10737938,5.100983163,0.050976484,0.794442138,0.006934645,0.794997077,0.006633332
,0.028102579,0.003423041,rp,20.3263866,kmeans,0.028804333,0.161468193,25,,10,0.119402119,6.460791421,0.048887601,0.790552323,0.007222001,0.792032879,0.009170094
,0.027247728,0.00730376,rp,19.14799454,kmeans,0.028038866,0.168730163,30,,10,0.12203696,6.97098564,0.048086861,0.783150983,0.009241204,0.793702838,0.004134317
,0.028081065,0.004923036,rp,17.44801454,kmeans,0.029061402,0.189973443,40,,10,0.12778483,7.506238447,0.050411107,0.792958702,0.01013375,0.798147179,0.013656353
,0.030181932,0.005492333,rp,16.18597425,kmeans,0.031347038,0.216638915,50,,10,0.118539161,6.992763807,0.054769137,0.79147897,0.007988964,0.794994504,0.013836286
,0.028851537,0.002761102,rp,12.42029124,kmeans,0.030875332,0.251271527,100,,10,0.116593775,8.19292615,0.054993289,0.790179587,0.012517861,0.797404485,0.006699315
,0.052662231,0.056150819,rp,43.91501832,kmeans,0.052788862,0.066330604,2,,20,0.107877316,7.028818832,0.058790007,0.815553459,0.007184824,0.818882988,0.013062537
,0.014377303,0.014234651,rp,36.35973315,kmeans,0.014621861,0.039621136,5,,20,0.094900968,8.63786984,0.02136072,0.817588337,0.009535996,0.812399241,0.018579736
,0.029390136,0.015834163,rp,30.39427918,kmeans,0.029766544,0.116605362,10,,20,0.086783175,8.006520304,0.047426295,0.819809634,0.011497618,0.814810764,0.009091271
,0.026904549,0.014809956,rp,26.31703206,kmeans,0.027409142,0.12490111,15,,20,0.115473048,13.23684218,0.044953405,0.81777414,0.010433774,0.818882371,0.014629844
,0.027612993,0.012172262,rp,24.01527834,kmeans,0.02821056,0.147187196,20,,20,0.118384595,9.077781883,0.04734648,0.81740274,0.010528489,0.815919613,0.014094064
,0.029276284,0.011247378,rp,21.78269269,kmeans,0.029974791,0.168803363,25,,20,0.13341028,9.062026876,0.050909474,0.811665496,0.004378306,0.817031444,0.012374197
,0.029370469,0.009363094,rp,20.51229089,kmeans,0.030165161,0.180478841,30,,20,0.145978709,6.24043488,0.051690751,0.813885147,0.008396723,0.818142761,0.01222253
,0.029889332,0.006497427,rp,18.91298137,kmeans,0.030876542,0.200293181,40,,20,0.140795323,8.309877709,0.053504938,0.81536776,0.00579058,0.81166241,0.00958654
,0.02886602,0.006160451,rp,17.85071688,kmeans,0.030028483,0.208312576,50,,20,0.129022475,7.182089243,0.052490415,0.806842038,0.021749706,0.821475685,0.01513802
,0.030393899,0.003836024,rp,14.26496426,kmeans,0.032425282,0.263600374,100,,20,0.08566469,7.182464821,0.057747132,0.81036632,0.010036045,0.810921772,0.009523447
,0.083999413,0.167526879,rp,44.43675687,kmeans,0.084131509,0.097993736,2,,30,0.111304,5.608040255,0.09053507,0.82758947,0.008199249,0.823141939,0.013751829
,0.057851461,0.044898357,rp,37.43401244,kmeans,0.058080947,0.160320338,5,,30,0.095382838,5.185918875,0.085270168,0.83036694,0.007562718,0.826663338,0.010192594
,0.048354905,0.034089443,rp,31.68723979,kmeans,0.048728245,0.188143781,10,,30,0.103630495,6.355248609,0.077408181,0.82240377,0.008045825,0.827034018,0.007107097
,0.037558482,0.02161232,rp,28.12834179,kmeans,0.038043683,0.177920112,15,,30,0.103912672,6.20635456,0.062683991,0.820736177,0.010397625,0.83166334,0.007334108
,0.037299459,0.0145996,rp,25.11414135,kmeans,0.03789655,0.195923904,20,,30,0.125860916,6.788683894,0.063508901,0.824813338,0.004347913,0.830181652,0.007792959
,0.035737933,0.014824385,rp,23.32792217,kmeans,0.036432369,0.204952914,25,,30,0.128368265,5.570235204,0.061867237,0.824071877,0.00666971,0.824074552,0.003190291
,0.036637683,0.009182122,rp,22.14113525,kmeans,0.037423793,0.224639996,30,,30,0.125025215,5.505388495,0.064159041,0.828515602,0.008131682,0.825736692,0.010035074
,0.034983827,0.008237943,rp,20.1802474,kmeans,0.035955678,0.235462351,40,,30,0.117073896,7.506346475,0.062385012,0.825369717,0.004680131,0.824070333,0.010531498
,0.034685306,0.005189086,rp,19.01891953,kmeans,0.035843533,0.248064931,50,,30,0.10884811,7.08055894,0.062636552,0.827776507,0.00482545,0.822959428,0.009693493
,0.033823923,0.003545203,rp,15.34065883,kmeans,0.035830808,0.292967231,100,,30,0.128143603,8.548627102,0.063852282,0.830368278,0.004729834,0.829439574,0.011302144
-62469.01331,0.050662905,0.098639295,ica,,em,0.050794243,0.061667931,2,5.792565902,2,0.350826688,9.114907643,0.055705412,0.8001729,0.02890262,0.773888942,0.020035001
-66758.90014,0.08940008,0.083660722,ica,,em,0.089611915,0.258913562,5,6.203669881,2,0.378327247,10.88913116,0.13314229,0.795547179,0.019919914,0.786303452,0.018934531
-66638.73823,0.070075261,0.018513201,ica,,em,0.070430699,0.278953014,10,6.21636573,2,0.425834963,4.307468222,0.11246578,0.769068884,0.013313624,0.780914155,0.030064746
-66657.78507,0.062618847,0.027598388,ica,,em,0.063082592,0.300515552,15,6.242397862,2,0.386214921,4.008512001,0.10427611,0.759629683,0.000176172,0.772414564,0.018248153
-66448.86981,0.057589284,0.021819895,ica,,em,0.058159641,0.307654033,20,6.247276907,2,0.297720735,6.656420928,0.097826021,0.769624131,0.0140988,0.78054399,0.029541262
-66225.38296,0.054906533,0.014741365,ica,,em,0.05558117,0.315176477,25,6.250607154,2,0.310510608,9.896174585,0.094497727,0.759629683,0.000176172,0.814257062,0.009117828
-66017.4821,0.052291124,0.013835604,ica,,em,0.05307244,0.315291927,30,6.25527197,2,0.295848499,8.568339504,0.090851957,0.759629683,0.000176172,0.806475887,0.012794349
-65599.38425,0.048901587,0.009366578,ica,,em,0.04988438,0.3193987,40,6.265398509,2,0.316293282,7.030378644,0.086291558,0.759629683,0.000176172,0.795358805,0.026200609
-65033.99365,0.048363811,0.009831742,ica,,em,0.049585156,0.324780941,50,6.260432288,2,0.301273435,6.901739221,0.086035107,0.759629683,0.000176172,0.799257062,0.028565636
-62509.46785,0.044854415,0.007935629,ica,,em,0.046877235,0.325785046,100,6.265431041,2,0.152509889,6.415753306,0.081961083,0.759629683,0.000176172,0.796469299,0.027364592
-99173.07348,0.009263499,-0.041106686,ica,,em,0.023389593,0.009430233,2,9.197811333,3,0.533818102,8.358932608,0.013441224,0.798135246,0.028854922,0.80072753,0.030035003
-104994.0898,0.085109644,0.102529076,ica,,em,0.085337591,0.230295865,5,9.759884189,3,0.323615972,6.871657855,0.124529855,0.797211788,0.026408406,0.783135143,0.033205651
-107232.0569,0.066003971,0.049940011,ica,,em,0.066357016,0.265751197,10,10.00689815,3,0.3657404,7.044769704,0.106197051,0.799247385,0.028149913,0.782579896,0.032420424
-107662.2695,0.058904857,0.029007321,ica,,em,0.059393922,0.269615459,15,10.086585,3,0.316694148,10.19976048,0.097343848,0.781657774,0.019852551,0.801663955,0.030446212
-107503.2375,0.05675242,0.027491917,ica,,em,0.057333988,0.297853836,20,10.11155859,3,0.286409979,7.799502878,0.096158411,0.780366722,0.017074178,0.800912612,0.030223361
-107358.054,0.052218371,0.019232825,ica,,em,0.05291372,0.292758146,25,10.13789091,3,0.25113702,8.313259109,0.089627905,0.771104789,0.016192631,0.81536488,0.012188882
-107202.5189,0.051160635,0.013185306,ica,,em,0.051946292,0.307345865,30,10.1632637,3,0.24763463,7.008520939,0.088871843,0.759629683,0.000176172,0.800542756,0.029513526
-106743.3604,0.048749914,0.012402681,ica,,em,0.04974464,0.314648565,40,10.20068178,3,0.268534034,7.982417328,0.085907637,0.759629683,0.000176172,0.820182474,0.007945879
-106054.7413,0.047381403,0.008225586,ica,,em,0.048574743,0.323477274,50,10.21677737,3,0.240833666,5.757992161,0.084465745,0.759629683,0.000176172,0.801283291,0.03002401
-102461.7816,0.041555855,0.004054816,ica,,em,0.043604936,0.347959944,100,10.2839735,3,0.221535406,5.332740987,0.07749812,0.759629683,0.000176172,0.794639153,0.024810169
-130987.7345,0.097682576,0.003800534,ica,,em,0.097808976,0.117276958,2,12.1515894,4,0.246574507,11.99215998,0.106661918,0.79924718,0.028296817,0.814439057,0.011903467
-140864.737,0.07235766,0.023693224,ica,,em,0.072595623,0.190292946,5,13.10138091,4,0.276409123,8.174479254,0.105097266,0.803693992,0.021512294,0.777963016,0.025796534
-142996.3412,0.067159723,0.049469397,ica,,em,0.067518924,0.265542349,10,13.35815736,4,0.274678522,9.641513482,0.107662674,0.801099545,0.029160284,0.801098209,0.029847024
-145222.9738,0.052042152,0.020167847,ica,,em,0.052523203,0.244115427,15,13.6241739,4,0.251668314,10.11354615,0.086446759,0.789804997,0.022180519,0.801107885,0.030306725
-145436.9741,0.051843163,0.016857643,ica,,em,0.052422854,0.274542956,20,13.70346695,4,0.221065375,10.3186875,0.088035659,0.771851905,0.017154254,0.818514984,0.008610916
-145921.8189,0.04959133,0.019264769,ica,,em,0.050292873,0.276080505,25,13.8084498,4,0.168514411,7.42663689,0.085085872,0.768518572,0.012440362,0.778148202,0.026058423
-145706.0547,0.048795614,0.013785733,ica,,em,0.049590385,0.290840554,30,13.84762582,4,0.209294916,5.762391651,0.084733162,0.759629683,0.000176172,0.777592646,0.025272757
-145170.9581,0.046254259,0.008613394,ica,,em,0.047246716,0.299933912,40,13.91753043,4,0.209269266,7.925674243,0.081634119,0.760185239,0.000665207,0.77703709,0.024487092
-144721.9423,0.043463342,0.006713091,ica,,em,0.044632218,0.303709879,50,13.99554482,4,0.165420803,5.313152922,0.077827202,0.759629683,0.000176172,0.777592646,0.025272757
-140326.6207,0.038947395,0.002935218,ica,,em,0.041029609,0.323688189,100,14.18515245,4,0.162823019,7.281421179,0.072827814,0.759629683,0.000176172,0.800542653,0.029618411
-165724.8994,0.130528405,0.208926593,ica,,em,0.130649512,0.157548092,2,15.37751096,5,0.186764956,10.0537995,0.142843529,0.797952117,0.026956162,0.801468476,0.030102799
-175618.385,0.064130417,0.043120816,ica,,em,0.064389306,0.156573869,5,16.34324269,5,0.256196556,7.44157059,0.091252153,0.777767755,0.02561515,0.801653662,0.030183655
-180366.6704,0.057920302,0.036531531,ica,,em,0.05827197,0.236294504,10,16.86581851,5,0.229055345,12.87734467,0.09348889,0.796470533,0.026110904,0.814068892,0.011613773
-182698.8274,0.055140269,0.020893412,ica,,em,0.055610697,0.26325468,15,17.16595156,5,0.228826366,12.03731644,0.091824182,0.800728147,0.029409003,0.801294408,0.029883797
