algorithm,run_num,bitstring_size,iteration,score,bitstring
RHC,0,20,489,13.0,10101101100100110010
RHC,0,20,490,13.0,10101101100100110010
RHC,0,20,491,13.0,10101101100100110010
RHC,0,20,492,13.0,10101101100100110010
RHC,0,20,493,13.0,10101101100100110010
RHC,0,20,494,13.0,10101101100100110010
RHC,0,20,495,13.0,10101101100100110010
RHC,0,20,496,13.0,10101101100100110010
RHC,0,20,497,13.0,10101101100100110010
RHC,0,20,498,13.0,10101101100100110010
RHC,0,20,499,13.0,10101101100100110010
RHC,0,20,500,13.0,10101101100100110010
RHC,0,20,501,13.0,10101101100100110010
RHC,0,20,502,13.0,10101101100100110010
RHC,0,20,503,13.0,10101101100100110010
RHC,0,20,504,13.0,10101101100100110010
RHC,0,20,505,13.0,10101101100100110010
RHC,0,20,506,13.0,10101101100100110010
RHC,0,20,507,13.0,10101101100100110010
RHC,0,20,508,13.0,10101101100100110010
RHC,0,20,509,13.0,10101101100100110010
RHC,0,20,510,13.0,10101101100100110010
RHC,0,20,511,13.0,10101101100100110010
RHC,0,20,512,13.0,10101101100100110010
RHC,0,20,513,13.0,10101101100100110010
RHC,0,20,514,13.0,10101101100100110010
RHC,0,20,515,13.0,10101101100100110010
RHC,0,20,516,13.0,10101101100100110010
RHC,0,20,517,13.0,10101101100100110010
RHC,0,20,518,13.0,10101101100100110010
RHC,0,20,519,13.0,10101101100100110010
RHC,0,20,520,13.0,10101101100100110010
RHC,0,20,521,13.0,10101101100100110010
RHC,0,20,522,13.0,10101101100100110010
RHC,0,20,523,13.0,10101101100100110010
RHC,0,20,524,13.0,10101101100100110010
RHC,0,20,525,13.0,10101101100100110010
RHC,0,20,526,13.0,10101101100100110010
RHC,0,20,527,13.0,10101101100100110010
RHC,0,20,528,13.0,10101101100100110010
RHC,0,20,529,13.0,10101101100100110010
RHC,0,20,530,13.0,10101101100100110010
RHC,0,20,531,13.0,10101101100100110010
RHC,0,20,532,13.0,10101101100100110010
RHC,0,20,533,13.0,10101101100100110010
RHC,0,20,534,13.0,10101101100100110010
RHC,0,20,535,13.0,10101101100100110010
RHC,0,20,536,13.0,10101101100100110010
RHC,0,20,537,13.0,10101101100100110010
RHC,0,20,538,13.0,10101101100100110010
RHC,0,20,539,13.0,10101101100100110010
RHC,0,20,540,13.0,10101101100100110010
RHC,0,20,541,13.0,10101101100100110010
RHC,0,20,542,13.0,10101101100100110010
RHC,0,20,543,13.0,10101101100100110010
RHC,0,20,544,13.0,10101101100100110010
RHC,0,20,545,13.0,10101101100100110010
RHC,0,20,546,13.0,10101101100100110010
RHC,0,20,547,13.0,10101101100100110010
RHC,0,20,548,13.0,10101101100100110010
RHC,0,20,549,13.0,10101101100100110010
RHC,0,20,550,13.0,10101101100100110010
RHC,0,20,551,13.0,10101101100100110010
RHC,0,20,552,13.0,10101101100100110010
RHC,0,20,553,13.0,10101101100100110010
RHC,0,20,554,13.0,10101101100100110010
RHC,0,20,555,13.0,10101101100100110010
RHC,0,20,556,13.0,10101101100100110010
RHC,0,20,557,13.0,10101101100100110010
RHC,0,20,558,13.0,10101101100100110010
RHC,0,20,559,13.0,10101101100100110010
RHC,0,20,560,13.0,10101101100100110010
RHC,0,20,561,13.0,10101101100100110010
RHC,0,20,562,13.0,10101101100100110010
RHC,0,20,563,13.0,10101101100100110010
RHC,0,20,564,13.0,10101101100100110010
RHC,0,20,565,13.0,10101101100100110010
RHC,0,20,566,13.0,10101101100100110010
RHC,0,20,567,13.0,10101101100100110010
RHC,0,20,568,13.0,10101101100100110010
RHC,0,20,569,13.0,10101101100100110010
RHC,0,20,570,13.0,10101101100100110010
RHC,0,20,571,13.0,10101101100100110010
RHC,0,20,572,13.0,10101101100100110010
RHC,0,20,573,13.0,10101101100100110010
RHC,0,20,574,13.0,10101101100100110010
RHC,0,20,575,13.0,10101101100100110010
RHC,0,20,576,13.0,10101101100100110010
RHC,0,20,577,13.0,10101101100100110010
RHC,0,20,578,13.0,10101101100100110010
RHC,0,20,579,13.0,10101101100100110010
RHC,0,20,580,13.0,10101101100100110010
RHC,0,20,581,13.0,10101101100100110010
RHC,0,20,582,13.0,10101101100100110010
RHC,0,20,583,13.0,10101101100100110010
RHC,0,20,584,13.0,10101101100100110010
RHC,0,20,585,13.0,10101101100100110010
RHC,0,20,586,13.0,10101101100100110010
RHC,0,20,587,13.0,10101101100100110010
RHC,0,20,588,13.0,10101101100100110010
RHC,0,20,589,13.0,10101101100100110010
RHC,0,20,590,13.0,10101101100100110010
RHC,0,20,591,13.0,10101101100100110010
RHC,0,20,592,13.0,10101101100100110010
RHC,0,20,593,13.0,10101101100100110010
RHC,0,20,594,13.0,10101101100100110010
RHC,0,20,595,13.0,10101101100100110010
RHC,0,20,596,13.0,10101101100100110010
RHC,0,20,597,13.0,10101101100100110010
RHC,0,20,598,13.0,10101101100100110010
RHC,0,20,599,13.0,10101101100100110010
RHC,0,20,600,13.0,10101101100100110010
RHC,0,20,601,13.0,10101101100100110010
RHC,0,20,602,13.0,10101101100100110010
RHC,0,20,603,13.0,10101101100100110010
RHC,0,20,604,13.0,10101101100100110010
RHC,0,20,605,13.0,10101101100100110010
RHC,0,20,606,13.0,10101101100100110010
RHC,0,20,607,13.0,10101101100100110010
RHC,0,20,608,13.0,10101101100100110010
RHC,0,20,609,13.0,10101101100100110010
RHC,0,20,610,13.0,10101101100100110010
RHC,0,20,611,13.0,10101101100100110010
RHC,0,20,612,13.0,10101101100100110010
RHC,0,20,613,13.0,10101101100100110010
RHC,0,20,614,13.0,10101101100100110010
RHC,0,20,615,13.0,10101101100100110010
RHC,0,20,616,13.0,10101101100100110010
RHC,0,20,617,13.0,10101101100100110010
RHC,0,20,618,13.0,10101101100100110010
RHC,0,20,619,13.0,10101101100100110010
RHC,0,20,620,13.0,10101101100100110010
RHC,0,20,621,13.0,10101101100100110010
RHC,0,20,622,13.0,10101101100100110010
RHC,0,20,623,13.0,10101101100100110010
RHC,0,20,624,13.0,10101101100100110010
RHC,0,20,625,13.0,10101101100100110010
RHC,0,20,626,13.0,10101101100100110010
RHC,0,20,627,13.0,10101101100100110010
RHC,0,20,628,13.0,10101101100100110010
RHC,0,20,629,13.0,10101101100100110010
RHC,0,20,630,13.0,10101101100100110010
RHC,0,20,631,13.0,10101101100100110010
RHC,0,20,632,13.0,10101101100100110010
